ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,,,2021-Q3,,,1
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,,,2022-Q1,,,1
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,,,2022-Q3,,,1
"תיקים בטריטוריית תחנה שלא שוייכו לאזור סטטיסטי, או לישוב/מועצה",מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,,,2022-Q4,,,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2018-Q1,,,199
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2018-Q2,,,301
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2018-Q3,,,348
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2018-Q4,,,254
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2019-Q1,,,281
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2019-Q2,,,32
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2019-Q3,,,29
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2019-Q4,,,24
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2020-Q1,,,20
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2020-Q2,,,22
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2020-Q3,,,38
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2020-Q4,,,43
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2021-Q1,,,48
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2021-Q2,,,43
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2021-Q3,,,66
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2021-Q4,,,44
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2022-Q1,,,35
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2022-Q2,,,58
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2022-Q3,,,65
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2022-Q4,,,55
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,,2023-Q1,,,48
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלכליות,עבירות פיסקליות,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,44
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,גניבה מתוך רכב,5
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,"גניבה ע""י עובדים וסוכנים",1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,גניבות אחרות,74
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,גניבת אופניים,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,12
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,החזקת רכוש גנוב,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,התפרצות לבית דירה,4
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,כייסות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות כלפי הרכוש,תקיפה לשם גניבה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות מין,הטרדה מינית,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות מרמה,מרמה ועושק,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,6
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות מרמה,שאר עבירות מרמה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,48
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות נגד גוף,חבלה גופנית חמורה,4
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,איומים,38
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,הסגות גבול,7
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,משחקים אסורים והימורים,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,11
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,16
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,קטטות והפרעות ברחובות,7
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,17
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות תנועה,אחרים,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות תנועה,נהיגה בתקופת פסילה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,עבירות תנועה,שכרות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,קבוצת כל השאר,סטיסטי כל השאר,8
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q1,שאר עבירות,שאר עבירות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,סעיפי הגדרה,סעיפי הגדרה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי המוסר,"גידול,ייצור והפקת-סמים",1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,9
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,44
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,גניבה מתוך רכב,15
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,"גניבה ע""י עובדים וסוכנים",2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,גניבות אחרות,116
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,גניבת אופניים,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,גניבת חלקי רכב,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,21
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,החזקת רכוש גנוב,6
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,הצתה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,התפרצות לבית דירה,5
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,כייסות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות כלפי הרכוש,קבלת רכוש גנוב,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות מין,הטרדה מינית,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות מרמה,זיוף מסמכים והפצתם,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות מרמה,מרמה ועושק,5
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,9
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות מרמה,שאר עבירות מרמה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,66
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות נגד גוף,חבלה גופנית חמורה,8
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות נגד גוף,תקיפת עובדי צבור בתפקיד,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,איומים,39
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,הסגות גבול,5
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,11
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,12
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,קטטות והפרעות ברחובות,20
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,תקיפת והכשלת שוטר,12
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות רשוי,עבירות נגד הסביבה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות תנועה,אחרים,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות תנועה,נהיגה בתקופת פסילה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,עבירות תנועה,שכרות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q2,קבוצת כל השאר,סטיסטי כל השאר,9
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,סעיפי הגדרה,סעיפי הגדרה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,7
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי המוסר,שמוש בסמים מסוכנים,38
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,גניבה מתוך רכב,16
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,"גניבה ע""י עובדים וסוכנים",2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,גניבות אחרות,122
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,גניבת אופניים,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,27
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,החזקת כלי פריצה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,החזקת רכוש גנוב,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,התפרצות לבית דירה,8
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,סחיטה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות כלפי הרכוש,תקיפה לשם גניבה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות מין,הטרדה מינית,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות מרמה,זיוף מסמכים והפצתם,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות מרמה,מרמה ועושק,5
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות מרמה,עבירות הנוגעות לכרטיסי חיוב,4
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות מרמה,שאר עבירות מרמה,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות נגד אדם,נסיון לרצח,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,68
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות נגד גוף,חבלה גופנית חמורה,5
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות נגד גוף,רשלנות ופחזות פלילית,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות נגד גוף,תקיפת עובדי צבור בתפקיד,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,איומים,46
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,הסגות גבול,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,10
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,9
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,4
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,קטטות והפרעות במוסדות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,קטטות והפרעות ברחובות,12
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,תקיפת והכשלת שוטר,17
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות סדר ציבורי,תקיפת שוטר בנסיבות חמורות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות רשוי,"נשק,תחמושת וחמרי נפץ",1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות תנועה,אי נקיטת אמצעי בטיחות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות תנועה,חניה אסורה,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,עבירות תנועה,עבירות טכניות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q3,קבוצת כל השאר,סטיסטי כל השאר,5
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות בטחון,הסתננות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלכליות,עבירות פיסקליות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי המוסר,החזקת סמים שלא לצריכה עצמית,2
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי המוסר,שמוש בסמים מסוכנים,11
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי הרכוש,גניבה מתוך רכב,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי הרכוש,גניבות אחרות,70
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי הרכוש,גניבת אופניים,3
תיקים באזור סטטיסטי,מחוז דרומי,מרחב אילת דרום,מרחב אילת דרום,אילת,26000011.0,2018-Q4,עבירות כלפי הרכוש,גניבת חלקי רכב,2
